availability;description;brand;name;id;price;category;images;quantity
Wysyłamy w 24h;Materiał: Aluminium<br><br>Średnica: 8,6cm<br><br>Wysokość: 4,4cm <br><br>GU10<br><br>230V<br><br><br> Opis<br><br>Styl<br>    Minimalistyczny<br>Kolor<br>    Biały<br>;Kohl;Oczko stropowe DIP white;29312;58.12;Sufitowe;https://jasniej.com/75038-thickbox_01resp/oczko-stropowe-dip-black.jpg;7
Ostatnie sztuki w magazynie;Material:<br><br>LED 12V<br><br>13W<br><br>1300 Lm<br><br>2700°K<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Seyvaa Paris;Big Brother ceiling lamp;27438;949.56;Sufitowe;https://jasniej.com/74735-thickbox_01resp/big-brother-ceiling-lamp.jpg, https://jasniej.com/74736-thickbox_01resp/big-brother-ceiling-lamp.jpg, https://jasniej.com/74738-thickbox_01resp/big-brother-ceiling-lamp.jpg, https://jasniej.com/74739-thickbox_01resp/big-brother-ceiling-lamp.jpg;2
Wysyłamy w ciagu 2-21 dni;Materials: Steel structure with satin powder coated finishing, aluminum reflector with satin powder coated finishing and PMMA diffuser<br><br>LED 12V<br><br>13W<br><br>1300Lm SMD<br><br>2700°K<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Seyvaa Paris;Conic Balance Seyvaa LED ceiling light;27507;1872.06;Sufitowe;https://jasniej.com/74898-thickbox_01resp/conic-balance-seyvaa-led-ceiling-light.jpg, https://jasniej.com/74899-thickbox_01resp/conic-balance-seyvaa-led-ceiling-light.jpg, https://jasniej.com/74900-thickbox_01resp/conic-balance-seyvaa-led-ceiling-light.jpg;4
Wysyłamy w 2-21 dni;Material: Glass, Metal<br><br>Watt max: 10 W<br><br>Height: 193 mm<br><br>Diameter (glass): 163 mm<br><br>Voltage: 230 V<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Belid;CATO Q CEILING LAMP black;27181;676.0;Sufitowe;https://jasniej.com/74173-thickbox_01resp/cato-q-ceiling-lamp-black.jpg, https://jasniej.com/74250-thickbox_01resp/cato-q-ceiling-lamp-black.jpg;9
Wysyłamy w 2-21 dni;MATERIAL: STEEL, PORCELAIN (POCKET)<br><br>MAX: 60 W<br><br>Heads : 15cm<br><br>2x2 arms : 40+25cm, 25+40cm long<br><br><br> Opis<br><br>Styl<br>    Industrialny<br>Styl<br>    Minimalistyczny<br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Jielde;Loft SKY 4224 black mat;27172;2444.01;Sufitowe;https://jasniej.com/74141-thickbox_01resp/loft-d4401-wall-lamp-shiny-black.jpg, https://jasniej.com/74142-thickbox_01resp/loft-d4401-wall-lamp-shiny-black.jpg, https://jasniej.com/74143-thickbox_01resp/loft-d4401-wall-lamp-shiny-black.jpg, https://jasniej.com/74152-thickbox_01resp/loft-d4401-wall-lamp-shiny-black.jpg;2
Wysyłamy w 2-21 dni;Lumen: 7096 lm<br><br>Input: 230 V<br><br>Source: 54 W LED<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Czerwony<br>;Stilnovo;Lampa wisząca Diphy;27162;5145.09;Sufitowe;https://jasniej.com/74078-thickbox_01resp/fante-black.jpg, https://jasniej.com/74079-thickbox_01resp/fante-black.jpg, https://jasniej.com/74081-thickbox_01resp/fante-black.jpg;6
Wysyłamy w 2-21 dni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Czerwony<br>;Stilnovo;Fante red;27161;1503.06;Sufitowe;https://jasniej.com/74072-thickbox_01resp/fante-black.jpg, https://jasniej.com/74073-thickbox_01resp/fante-black.jpg, https://jasniej.com/74074-thickbox_01resp/fante-black.jpg;4
Wysyłamy w 2-21 dni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Czarny<br>;Stilnovo;Fante black;27160;1503.06;Sufitowe;https://jasniej.com/74064-thickbox_01resp/fante-black.jpg, https://jasniej.com/74065-thickbox_01resp/fante-black.jpg, https://jasniej.com/74066-thickbox_01resp/fante-black.jpg, https://jasniej.com/74067-thickbox_01resp/fante-black.jpg;1
Zamawiamy w ciągu 2-14 dni;Punkty oświetleniowe: 1<br><br>Źródło światła: Żarówka Led lub Energooszczędna<br><br>Typ żarówki: E27/15W/230V<br><br>Klasa szczelności: IP20<br><br>Wysokość: 1680<br><br>Długość linek: max 1500<br><br>Szerokość: 290<br><br>Możliwość regulacji wysokości<br><br><br> Opis<br><br>Styl<br>    Minimalistyczny<br>Styl<br>    Modern Classic<br>Kolor<br>    Biały<br>;;;26799;998.0;Sufitowe;https://jasniej.com/73328-thickbox_01resp/lampa-wiszaca-almeria.jpg;5
Wysyłamy w 2-21 dni;Colour temperature: 2700 K<br><br>LED: 9 W<br><br>Height: min 800 mm max 1500 mm<br><br>Diameter: 150 mm<br><br>Lumions: 765 lm<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Grok;Lampa wisząca Invisible Pendant single;27140;1274.28;Sufitowe;https://jasniej.com/73975-thickbox_01resp/lampa-wiszaca-dew-h99-cm.jpg, https://jasniej.com/73976-thickbox_01resp/lampa-wiszaca-dew-h99-cm.jpg;5
Wysyłamy w ciągu 2-14 dni;Kolor: Opal mat, Czarny, Mosiądz<br><br>Materiał wykonania: Szkło, Stal lakierowana, Stal mosiądzowana<br><br>Punkty oświetleniowe: 4<br><br>Źródło światła: Żarówka LED lub Energooszczędna<br><br>Typ żarówki: E14 7W/230V<br><br>Klasa szczelności: IP20<br><br>Szerokość: 860 mm<br><br>Wysokość: max 950 mm<br><br><br> Opis<br><br>Styl<br>    Minimalistyczny<br>Styl<br>    Modern Classic<br>Kolor<br>    Czarny<br>;Argon;Czarna lampa ABSTRACT;26798;579.0;Sufitowe;https://jasniej.com/73326-thickbox_01resp/czarna-lampa-abstract.jpg, https://jasniej.com/73327-thickbox_01resp/czarna-lampa-abstract.jpg;3
Wysyłamy w 2-14 dni;Kolor: Opal mat, Mosiądz<br><br>Materiał wykonania: Szkło, Stal mosiądzowana<br><br>Punkty oświetleniowe: 4<br><br>Źródło światła: Żarówka LED lub Energooszczędna<br><br>Typ żarówki: E14 7W/230V<br><br>Klasa szczelności: IP20<br><br>Szerokość: 860 mm<br><br>Wysokość: max 950 mm<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Kolor<br>    Złoty<br>;Argon;Lampa wisząca ABSTRACT;26796;599.0;Sufitowe;https://jasniej.com/73324-thickbox_01resp/lampa-wiszaca-abstract.jpg, https://jasniej.com/73325-thickbox_01resp/lampa-wiszaca-abstract.jpg;1
Wysyłamy w 3-4 dni;<br><br><br> Opis<br><br>Light source<br>    6 x E14 40W<br>Styl<br>    Modern Classic<br>Średnica<br>    482<br>Wysokość<br>    179<br>Kolor<br>    Srebrny<br>;Maytoni;Coupe Ceiling Lamp Nickel 6 x E14 40W;19013;1382.0;Sufitowe;https://jasniej.com/71511-thickbox_01resp/coupe-ceiling-lamp-nickel-6-x-e14-40w.jpg, https://jasniej.com/71512-thickbox_01resp/coupe-ceiling-lamp-nickel-6-x-e14-40w.jpg, https://jasniej.com/71513-thickbox_01resp/coupe-ceiling-lamp-nickel-6-x-e14-40w.jpg, https://jasniej.com/71514-thickbox_01resp/coupe-ceiling-lamp-nickel-6-x-e14-40w.jpg;9
Obecnie brak na stanie;<br><br><br> Opis<br><br>Materiał<br>    bambus<br>Szerokość<br>    50<br>Styl<br>    Skandynawski<br>Źródło światła<br>    E27 / 60W<br>Wysokość<br>    17<br>Długość kabla<br>    190<br>Kolor<br>    Brązowy jasny<br>;GOOD&MOJO;Lampa sufitowa BROMO asymetryczna M;26051;499.0;Sufitowe;https://jasniej.com/72335-thickbox_01resp/lampa-sufitowa-bromo-asymetryczna-m.jpg, https://jasniej.com/72336-thickbox_01resp/lampa-sufitowa-bromo-asymetryczna-m.jpg, https://jasniej.com/72337-thickbox_01resp/lampa-sufitowa-bromo-asymetryczna-m.jpg, https://jasniej.com/72338-thickbox_01resp/lampa-sufitowa-bromo-asymetryczna-m.jpg, https://jasniej.com/72339-thickbox_01resp/lampa-sufitowa-bromo-asymetryczna-m.jpg;4
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;Look at Me 35;29711;3200.0;Sufitowe;https://jasniej.com/75606-thickbox_01resp/look-at-me-35.jpg, https://jasniej.com/75607-thickbox_01resp/look-at-me-35.jpg, https://jasniej.com/75608-thickbox_01resp/look-at-me-35.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;Look at Me 21;29710;2736.27;Sufitowe;https://jasniej.com/75604-thickbox_01resp/look-at-me-21.jpg, https://jasniej.com/75605-thickbox_01resp/look-at-me-21.jpg;1
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    500<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;La linea - 5mt;29691;11259.42;Sufitowe;https://jasniej.com/75569-thickbox_01resp/la-linea-5mt.jpg, https://jasniej.com/75570-thickbox_01resp/la-linea-5mt.jpg, https://jasniej.com/75571-thickbox_01resp/la-linea-5mt.jpg, https://jasniej.com/75572-thickbox_01resp/la-linea-5mt.jpg, https://jasniej.com/75573-thickbox_01resp/la-linea-5mt.jpg, https://jasniej.com/75574-thickbox_01resp/la-linea-5mt.jpg;1
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    250<br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;La linea - 2,5mt;29689;6167.22;Sufitowe;https://jasniej.com/75560-thickbox_01resp/la-linea-25mt.jpg, https://jasniej.com/75561-thickbox_01resp/la-linea-25mt.jpg, https://jasniej.com/75562-thickbox_01resp/la-linea-25mt.jpg;2
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały<br>;Artemide;Itka 50 Wall/Ceiling;29684;2550.75;Sufitowe;https://jasniej.com/75552-thickbox_01resp/itka-50-wallceiling.jpg, https://jasniej.com/75553-thickbox_01resp/itka-50-wallceiling.jpg, https://jasniej.com/75554-thickbox_01resp/itka-50-wallceiling.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Pomarańczowy<br>;Artemide;Groupage 45-Orange;29666;3640.59;Sufitowe;https://jasniej.com/75528-thickbox_01resp/groupage-45-orange.jpg;8
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    45<br>Szerokość<br>    45<br>Kolor<br>    Biały<br>;Artemide;Groupage 45 - white;29665;3640.59;Sufitowe;https://jasniej.com/75527-thickbox_01resp/groupage-45-white.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Szerokość<br>    20 cm<br>Wysokość<br>    34 cm<br>Kolor<br>    Biały<br>;Artemide;Groupage 20 - White;29663;2318.88;Sufitowe;https://jasniej.com/75524-thickbox_01resp/groupage-20-white.jpg;2
4-5 tygodni;<br><br><br> Opis<br><br>Szerokość<br>    20 cm<br>Wysokość<br>    34 cm<br>Kolor<br>    Pomarańczowy<br>;Artemide;Groupage 20 - Orange;29664;2318.88;Sufitowe;https://jasniej.com/75525-thickbox_01resp/groupage-20-orange.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    32 cm<br>Szerokość<br>    32 cm<br>Barwa światła<br>    3000<br>;Artemide;Groupage 32- Orange;29661;2689.87;Sufitowe;https://jasniej.com/75521-thickbox_01resp/groupage-32-orange.jpg;4
4-5 tygodni;<br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Biały<br>;Artemide;Gople Mini Ceiling - White;29639;1831.9;Sufitowe;https://jasniej.com/75493-thickbox_01resp/gople-mini-ceiling-white.jpg;1
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    32 cm<br>Szerokość<br>    32 cm<br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały<br>;Artemide;Groupage 32 - White;29660;2689.87;Sufitowe;https://jasniej.com/75520-thickbox_01resp/groupage-32-white.jpg;7
4-5 tygodni;<br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Biały<br>;Artemide;Gople Mini Ceiling - Copper;29637;2040.61;Sufitowe;https://jasniej.com/75491-thickbox_01resp/gople-mini-ceiling-copper.jpg;1
4-5 tygodni;<br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Srebrny<br>;Artemide;Gople Mini Ceiling - Silver;29638;2040.62;Sufitowe;https://jasniej.com/75492-thickbox_01resp/gople-mini-ceiling-silver.jpg;2
4-5 tygodni;<br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Biały<br>;Artemide;Gople Mini Ceiling - Bronze;29636;2040.62;Sufitowe;https://jasniej.com/75490-thickbox_01resp/gople-mini-ceiling-bronze.jpg;4
4-5 tygodni;<br><br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Miedziany<br>;Artemide;Gople Mini Ceiling - Black/Copper;29634;1994.22;Sufitowe;https://jasniej.com/75489-thickbox_01resp/gople-mini-ceiling-blackcopper.jpg;2
4-5 tygodni;<br><br><br> Opis<br><br>Barwa światła<br>    2700<br>Kolor<br>    Brązowy<br>;Artemide;Gople Mini Ceiling - Black/Bronze;29633;1994.22;Sufitowe;https://jasniej.com/75488-thickbox_01resp/gople-mini-ceiling-blackbronze.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;Gople Ceiling - Blue;29632;3547.85;Sufitowe;https://jasniej.com/75486-thickbox_01resp/gople-ceiling-blue.jpg;2
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    2700<br>Kolor<br>    Niebieski<br>;Artemide;Gople Mini Ceiling - Black/Blue;29631;1994.22;Sufitowe;https://jasniej.com/75485-thickbox_01resp/gople-mini-ceiling-blackblue.jpg;3
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    2700<br>Kolor<br>    Biały<br>;Artemide;Febe 2700K - White;29622;3176.86;Sufitowe;https://jasniej.com/75467-thickbox_01resp/febe-2700k-white.jpg, https://jasniej.com/75468-thickbox_01resp/febe-2700k-white.jpg;7
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Minimalistyczny<br>Barwa światła<br>    2700<br>Kolor<br>    Szary jasny<br>;Artemide;Febe - Dove grey;29620;3176.86;Sufitowe;https://jasniej.com/75463-thickbox_01resp/febe-dove-grey.jpg, https://jasniej.com/75464-thickbox_01resp/febe-dove-grey.jpg;7
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;Empatia 26 Wall/ceiling;29610;3547.85;Sufitowe;https://jasniej.com/75447-thickbox_01resp/empatia-26-wallceiling.jpg, https://jasniej.com/75448-thickbox_01resp/empatia-26-wallceiling.jpg;4
Wysyłamy do 21 dni. :);<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    2*470 LM - E27<br>Kolor<br>    Biały<br>;Le Klint;Model 36-55;30001;2507.0;Sufitowe;https://jasniej.com/76072-thickbox_01resp/model-36-55.jpg;2
Wysyłamy w ciągu 21 dni.;<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    H 22 - DIA 45<br>Kolor<br>    Biały<br>;Le Klint;Model 33;29998;2181.0;Sufitowe;https://jasniej.com/76068-thickbox_01resp/model-30-58.jpg;8
Wysyłamy do 21 dni.;<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    H 16 - DIA 35<br>Kolor<br>    Biały<br>;Le Klint;Model 30-35;29997;1699.0;Sufitowe;https://jasniej.com/76065-thickbox_01resp/model-30-35.jpg;8
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Artemide;Vitruvio - Suspension - Black;29937;4591.35;Sufitowe;https://jasniej.com/75973-thickbox_01resp/vitruvio-suspension-black.jpg;5
Wysyłamy do 21 dni;<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    H 18 - DIA 65<br>Kolor<br>    Biały<br>;Le Klint;Model 26-65 Plastic;29987;1623.0;Sufitowe;https://jasniej.com/76048-thickbox_01resp/model-26-65-plastic.jpg;3
Wysyłamy do 21 dni.;<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    H 16 - DIA 52<br>Kolor<br>    Biały<br>;Le Klint;Model 26-52 Plastic;29981;1558.0;Sufitowe;https://jasniej.com/76040-thickbox_01resp/model-26-52-plastic.jpg;4
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Złoty<br>;Artemide;Vitruvio - Suspension;29934;4591.35;Sufitowe;https://jasniej.com/75972-thickbox_01resp/vitruvio-suspension.jpg;4
4-5 tygodni;<br><br><br> Opis<br><br>Szerokość<br>    130cm<br>;Artemide;Tolomeo Suspension Basculante 2 Bracci - Body Lamp;29915;3130.46;Sufitowe;https://jasniej.com/75938-thickbox_01resp/tolomeo-suspension-basculante-2-bracci-body-lamp.jpg;5
4-5 tygodni;<br><br><br> Opis<br><br>Szerokość<br>    150cm<br>Kolor<br>    Srebrny<br>;Artemide;Tolomeo Suspension 2 Bracci;29916;2272.48;Sufitowe;https://jasniej.com/75939-thickbox_01resp/tolomeo-suspension-2-bracci.jpg;6
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Wysokość<br>    136<br>Kolor<br>    Srebrny<br>;Artemide;Skydro Ceiling;29864;12243.52;Sufitowe;https://jasniej.com/75858-thickbox_01resp/skydro-ceiling.jpg, https://jasniej.com/75859-thickbox_01resp/skydro-ceiling.jpg;8
4-5 tygodnia;<br><br><br> Opis<br><br>Wysokość<br>    80 cm<br>;Artemide;Tolomeo suspension decentralized - Body Lamp;29911;2444.0;Sufitowe;https://jasniej.com/75937-thickbox_01resp/tolomeo-suspension-decentralized-body-lamp.jpg;5
4-5 tygodni;<br><br><br> Opis<br><br>Długość<br>    138<br>Barwa światła<br>    2700<br>Kolor<br>    Biały<br>;Artemide;Pipe Suspension LED;29848;4707.29;Sufitowe;https://jasniej.com/75834-thickbox_01resp/pipe-suspension-led-.jpg;5
4-5 tygodni;<br><br><br><br> Opis<br><br>Kolor<br>    Przezroczysty<br>;Artemide;Pipe Wall/Ceiling LED;29841;4243.5;Sufitowe;https://jasniej.com/75823-thickbox_01resp/pipe-wallceiling-led-.jpg, https://jasniej.com/75825-thickbox_01resp/pipe-wallceiling-led-.jpg;5
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Biały<br>;Artemide;Nur Mini Gloss LED - Ceiling - White;29846;2481.15;Sufitowe;https://jasniej.com/75829-thickbox_01resp/nur-mini-gloss-led-ceiling-white.jpg, https://jasniej.com/75830-thickbox_01resp/nur-mini-gloss-led-ceiling-white.jpg;5
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Czarny<br>;Artemide;Nur Mini Gloss LED - Ceiling - Black;29845;2782.6;Sufitowe;https://jasniej.com/75827-thickbox_01resp/nur-mini-gloss-led-ceiling-black.jpg, https://jasniej.com/75828-thickbox_01resp/nur-mini-gloss-led-ceiling-black.jpg;7
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Czarny<br>;Artemide;Nur Mini Gloss - Ceiling - Black;29843;2063.76;Sufitowe;https://jasniej.com/75819-thickbox_01resp/nur-mini-gloss-ceiling-black.jpg, https://jasniej.com/75820-thickbox_01resp/nur-mini-gloss-ceiling-black.jpg;8
4-5 tygodni;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Kolor<br>    Biały<br>;Artemide;Nur Mini Gloss - Ceiling - White;29844;1739.16;Sufitowe;https://jasniej.com/75821-thickbox_01resp/nur-mini-gloss-ceiling-white.jpg, https://jasniej.com/75822-thickbox_01resp/nur-mini-gloss-ceiling-white.jpg;1
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Materiał<br>    szkło<br>Projekt<br>    Boris Klimek<br>Styl<br>    Nowoczesny<br>Średnica<br>    25 cm<br>Kolor<br>    Niebieski<br>;Brokis;MEMORY CEILING 250 blue;30393;939.0;Sufitowe;https://jasniej.com/76673-thickbox_01resp/memory-ceiling-250-blue.jpg, https://jasniej.com/76674-thickbox_01resp/memory-ceiling-250-blue.jpg, https://jasniej.com/76675-thickbox_01resp/memory-ceiling-250-blue.jpg, https://jasniej.com/76676-thickbox_01resp/memory-ceiling-250-blue.jpg, https://jasniej.com/76677-thickbox_01resp/memory-ceiling-250-blue.jpg;9
4-5 tygodni;<br><br><br> Opis<br><br>Wysokość<br>    19<br>Barwa światła<br>    3000<br>Kolor<br>    Biały<br>;Artemide;Orbiter Ceiling;29826;1600.03;Sufitowe;https://jasniej.com/75792-thickbox_01resp/orbiter-ceiling.jpg, https://jasniej.com/75793-thickbox_01resp/orbiter-ceiling.jpg;4
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Materiał<br>    Szkło<br>Projekt<br>    Boris Klimek<br>Styl<br>    Nowoczesny<br>Średnica<br>    25 cm<br>Kolor<br>    Niebieski<br>;Brokis;MEMORY CEILING 250 turquoise;30392;939.0;Sufitowe;https://jasniej.com/76669-thickbox_01resp/memory-ceiling-250-turquoise.jpg, https://jasniej.com/76670-thickbox_01resp/memory-ceiling-250-turquoise.jpg, https://jasniej.com/76672-thickbox_01resp/memory-ceiling-250-turquoise.jpg;6
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Materiał<br>    akryl, metal<br>Szerokość<br>    62 cm<br>Styl<br>    Nowoczesny<br>Wysokość<br>    5 cm<br>Głębokość<br>    14 cm<br>Kolor<br>    Czarny<br>;Light Prestige;KINKIET ISLA LED CZARNY;30389;372.0;Sufitowe;https://jasniej.com/76659-thickbox_01resp/kinkiet-isla-led-czarny.jpg;5
Dostępne listopad 2021;<br><br><br> Opis<br><br>Projekt<br>    BYMARS<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    19 cm<br>Wysokość<br>    10 cm<br>Kolor<br>    Bordowy<br>;Ago Lighting;Mozzi ceiling/wall lamp, small, terracotta;30307;1042.02;Sufitowe;https://jasniej.com/76610-thickbox_01resp/mozzi-ceilingwall-lamp-small-terracotta.jpg;1
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Materiał<br>    metal, akryl<br>Styl<br>    Nowoczesny<br>Średnica<br>    30 cm<br>Wysokość<br>    5 cm<br>Kolor<br>    Czarny<br>;Light Prestige;PLAFON LED RAPIDO 30CM CZARNY;30388;174.0;Sufitowe;https://jasniej.com/76657-thickbox_01resp/plafon-led-rapido-30cm-czarny.jpg, https://jasniej.com/76658-thickbox_01resp/plafon-led-rapido-30cm-czarny.jpg;5
Dostępne listopad 2021;<br><br><br> Opis<br><br>Projekt<br>    BYMARS<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    19 cm<br>Wysokość<br>    10 cm<br>Kolor<br>    Szary<br>;Ago Lighting;Mozzi ceiling/wall lamp, small, grey;30305;1042.02;Sufitowe;https://jasniej.com/76607-thickbox_01resp/mozzi-ceilingwall-lamp-small-grey.jpg;5
Dostępne listopad 2021;<br><br><br> Opis<br><br>Projekt<br>    BYMARS<br>Styl<br>    Nowoczesny<br>Średnica<br>    55,7 cm<br>Wysokość<br>    34,7 cm<br>Kolor<br>    Szary<br>;Ago Lighting;Cirkus chandelier, large, Gray;30300;4714.55;Sufitowe;https://jasniej.com/76601-thickbox_01resp/cirkus-chandelier-large-gray.jpg;8
Dostępne listopad 2021;<br><br><br> Opis<br><br>Projekt<br>    BYMARS<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    19 cm<br>Wysokość<br>    10 cm<br>Kolor<br>    Biały<br>;Ago Lighting;Mozzi ceiling/wall lamp, small, egg white;30306;1042.02;Sufitowe;https://jasniej.com/76608-thickbox_01resp/mozzi-ceilingwall-lamp-small-egg-white.jpg, https://jasniej.com/76609-thickbox_01resp/mozzi-ceilingwall-lamp-small-egg-white.jpg;6
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Materiał<br>    Metal, Szkło<br>Styl<br>    Nowoczesny<br>Źródło światła<br>    G9<br>Wymiary<br>    Szerokość 45cm, długość 45cm, wysokość 19cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon CAPE TOWN C01926CH;30293;399.0;Sufitowe;https://jasniej.com/76582-thickbox_01resp/plafon-cape-town-c01926ch.jpg, https://jasniej.com/76583-thickbox_01resp/plafon-cape-town-c01926ch.jpg;2
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Materiał<br>    Metal, Szkło<br>Styl<br>    Nowoczesny<br>Źródło światła<br>    G9<br>Wymiary<br>    Szerokość 45cm, długość 45cm, wysokość 19cm<br>Kolor<br>    Czarny<br>;Cosmo Light;Plafon CAPE TOWN C01933BK;30292;399.0;Sufitowe;https://jasniej.com/76580-thickbox_01resp/plafon-cape-town-c01933bk.jpg, https://jasniej.com/76581-thickbox_01resp/plafon-cape-town-c01933bk.jpg;2
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Materiał<br>    Metal, Szkło<br>Styl<br>    Nowoczesny<br>Źródło światła<br>    G9<br>Wymiary<br>    Szerokość 45cm, długość 45cm, wysokość 19cm<br>Kolor<br>    Złoty<br>;Cosmo Light;Plafon CAPE TOWN C01919BR;30291;399.0;Sufitowe;https://jasniej.com/76578-thickbox_01resp/plafon-cape-town-c01919br.jpg, https://jasniej.com/76579-thickbox_01resp/plafon-cape-town-c01919br.jpg;5
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Materiał<br>    Metal, Szkło<br>Styl<br>    Modern Classic<br>Źródło światła<br>    E14<br>Wymiary<br>    Szerokość 40cm, długość 40cm, wysokość 38cm<br>Kolor<br>    Biały<br>;Cosmo Light;Plafon CANCUN C03957WH;30283;699.0;Sufitowe;https://jasniej.com/76561-thickbox_01resp/plafon-cancun-c03957wh.jpg, https://jasniej.com/76562-thickbox_01resp/plafon-cancun-c03957wh.jpg;5
Wysyłamy do 21 dni.;<br><br><br> Opis<br><br>Styl<br>    Skandynawski<br>Styl<br>    Nowoczesny<br>Wymiary<br>    H 20 - DIA 70<br>Kolor<br>    Biały<br>;Le Klint;Model 26-70 Plastic;29989;1698.0;Sufitowe;https://jasniej.com/76055-thickbox_01resp/model-26-70-plastic.jpg;1
