availability;description;features;brand;name;id;price;categories;image;images
Wysyłamy w ciągu 2-21 dni;Diody LED -typ: Osram<br><br>Materiał klosza: PC struktura<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Średnica: 24,5 cm<br><br>Głębokość: 45 cm<br><br>Wysokość: 236-336 cm<br><br>Trwałość: 50000 h<br><br>Moc: 17,5 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Oprawa słupowa KOSTER alu;27373;1954.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupowa KOSTER alu';https://jasniej.com/74461-large_01resp/oprawa-slupowa-koster-alu.jpg;'https://jasniej.com/74461-medium_01resp/oprawa-slupowa-koster-alu.jpg', 'https://jasniej.com/74462-medium_01resp/oprawa-slupowa-koster-alu.jpg', 'https://jasniej.com/74463-medium_01resp/oprawa-slupowa-koster-alu.jpg'
Wysyłamy w ciągu 2-21dni;Strumień świetlny: 556 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Materiał klosza: PC<br><br>Wysokość: 95 cm<br><br>Średnica:24 cm<br><br>Moc: 21,8 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Oprawa słupkowa NARVIK aluminium;27372;2163.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupkowa NARVIK aluminium';https://jasniej.com/74457-large_01resp/oprawa-slupkowa-narvik-aluminium.jpg;'https://jasniej.com/74457-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg', 'https://jasniej.com/74458-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg', 'https://jasniej.com/74459-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg', 'https://jasniej.com/74460-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 252 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal ocynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: PC<br><br>Wysokość: 85 cm<br><br>Szerokość: 12 cm<br><br>Długość: 12 cm<br><br>Ściemnianie DIM<br><br>Moc: 10 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Oprawa słupkowa HALMSTAD czarny;27370;1512.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupkowa HALMSTAD czarny';https://jasniej.com/74451-large_01resp/oprawa-slupkowa-halmstad-czarny.jpg;'https://jasniej.com/74451-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg', 'https://jasniej.com/74452-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg', 'https://jasniej.com/74453-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg'
Wysyłamy w ciagu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal ocynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska impregnowana i malowana<br><br>Długość: 12 cm<br><br>Wysokość: 85 cm<br><br>Szerokość: 12 cm<br><br>Moc: 46 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały;Norlys;Oprawa słupkowa HALMSTAD WOOD ocynk;27371;1375.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupkowa HALMSTAD WOOD ocynk';https://jasniej.com/74454-large_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg;'https://jasniej.com/74454-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg', 'https://jasniej.com/74455-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg', 'https://jasniej.com/74456-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg'
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 165-254 cm<br><br>Szerokość:65 cm<br><br>Moc: 46 W;Opis<br><br>Styl<br>    Modern Classic<br>Kolor<br>    Biały;Norlys;Oprawa słupowa BOLONIA biała mleczna;27369;2718.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupowa BOLONIA biała mleczna';https://jasniej.com/74448-large_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg;'https://jasniej.com/74448-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg', 'https://jasniej.com/74449-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg', 'https://jasniej.com/74450-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg'
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska impregnowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm<br><br>Moc: 46 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Oprawa ogrodowa ALTA drewno impregnowane/czarny;27365;1141.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa ogrodowa ALTA drewno impregnowane/czarny';https://jasniej.com/74436-large_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg;'https://jasniej.com/74436-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg', 'https://jasniej.com/74437-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg', 'https://jasniej.com/74438-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg'
Wysyłamy w ciągu 2-21 dni;;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Oprawa słupowa BOLONIA czarna;27368;2718.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupowa BOLONIA czarna';https://jasniej.com/74445-large_01resp/oprawa-slupowa-bolonia-czarna-.jpg;'https://jasniej.com/74445-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg', 'https://jasniej.com/74446-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg', 'https://jasniej.com/74447-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg'
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal - cynkowana ogniowo<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska malowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Brązowy;Norlys;Oprawa ogrodowa ALTA drewno/ocynk;27364;1141.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa ogrodowa ALTA drewno/ocynk';https://jasniej.com/74434-large_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg;'https://jasniej.com/74434-medium_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg', 'https://jasniej.com/74435-medium_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg'
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska malowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Oprawa ogrodowa ALTA drewno/czarna;27363;1141.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa ogrodowa ALTA drewno/czarna';https://jasniej.com/74430-large_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg;'https://jasniej.com/74430-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg', 'https://jasniej.com/74432-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg', 'https://jasniej.com/74433-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg'
Wysyłamy w ciągu 2-21 dni;Napięcie zasilania: 230<br><br>Materiał klosza: Szkło hartowane<br><br>Materiał obudowy: Aluminium<br><br>Grubość: 12 cm<br><br>Szerokość: 24 cm<br><br>Wysokość: 95 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Oprawa NAMSOS aluminium;27361;1564.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa NAMSOS aluminium';https://jasniej.com/74424-large_01resp/oprawa-namsos-grafit.jpg;'https://jasniej.com/74424-medium_01resp/oprawa-namsos-grafit.jpg', 'https://jasniej.com/74425-medium_01resp/oprawa-namsos-grafit.jpg', 'https://jasniej.com/74426-medium_01resp/oprawa-namsos-grafit.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 826 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PMMA<br><br>Średnica: 6 cm<br><br>Wysokość: 49 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Lampa ogrodowa EGERSUND MINI aluminium;27359;1468.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa EGERSUND MINI aluminium';https://jasniej.com/74415-large_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg;'https://jasniej.com/74415-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg', 'https://jasniej.com/74416-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg', 'https://jasniej.com/74417-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 826 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał klosza: PMMA<br><br>Materiał obudowy: Aluminium<br><br>Średnica: 6 cm<br><br>Wysokość: 49 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Lampa ogrodowa EGERSUND MINI grafit;27358;1468.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa EGERSUND MINI grafit';https://jasniej.com/74411-large_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg;'https://jasniej.com/74411-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg', 'https://jasniej.com/74412-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg', 'https://jasniej.com/74413-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg', 'https://jasniej.com/74414-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg'
Wysyłamy w ciągu 2-21 dni;Napięcie zasilania: 230<br><br>Materiał klosza: Szkło hartowane<br><br>Materiał obudowy: Aluminium<br><br>Grubość: 12 cm<br><br>Szerokość: 24 cm<br><br>Wysokość: 65 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny;Norlys;Oprawa NAMSOS grafit;27360;1288.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa NAMSOS grafit';https://jasniej.com/74418-large_01resp/oprawa-namsos-grafit.jpg;'https://jasniej.com/74418-medium_01resp/oprawa-namsos-grafit.jpg', 'https://jasniej.com/74419-medium_01resp/oprawa-namsos-grafit.jpg', 'https://jasniej.com/74420-medium_01resp/oprawa-namsos-grafit.jpg'
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 85 cm<br><br>Moc: 9,5 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny;Norlys;Lampa ogrodowa ASKER grafit;27355;891.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa ASKER grafit';https://jasniej.com/74403-large_01resp/lampa-ogrodowa-asker-grafit.jpg;'https://jasniej.com/74403-medium_01resp/lampa-ogrodowa-asker-grafit.jpg', 'https://jasniej.com/74404-medium_01resp/lampa-ogrodowa-asker-grafit.jpg', 'https://jasniej.com/74405-medium_01resp/lampa-ogrodowa-asker-grafit.jpg'
Zamawiamy w ciągu 2-21dni;Strumień świetlny: 585 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 85 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Lampa ogrodowa ASKER aluminium;27354;891.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa ASKER aluminium';https://jasniej.com/74399-large_01resp/lampa-ogrodowa-asker-aluminium.jpg;'https://jasniej.com/74399-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg', 'https://jasniej.com/74400-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg', 'https://jasniej.com/74401-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg'
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał klosza: Polimetakryl<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 50 cm<br><br>Średnica: 20 cm<br><br>Trzonek: E27;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Lampa ogrodowa STAVANGER grafit;27357;1289.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa STAVANGER grafit';https://jasniej.com/74408-large_01resp/lampa-ogrodowa-stavanger-grafit.jpg;'https://jasniej.com/74408-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg', 'https://jasniej.com/74409-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg', 'https://jasniej.com/74410-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 308 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał: Aluminium, Poliwęglan PC<br><br>Wysokość: 28 cm<br><br>Średnica: 20 cm;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Lampa ogrodowa LED STAVANGER;27348;1496.54;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa ogrodowa LED STAVANGER';https://jasniej.com/74378-large_01resp/lampa-ogrodowa-led-stavanger.jpg;'https://jasniej.com/74378-medium_01resp/lampa-ogrodowa-led-stavanger.jpg', 'https://jasniej.com/74379-medium_01resp/lampa-ogrodowa-led-stavanger.jpg'
Ask;Wymiary:220x95x405cm<br><br>Materiał:włókno szklane<br><br>Light source:<br><br>Kolor:biały<br><br>Wysokość siedzenia:<br><br>Głębokość siedzenia:<br><br>Uwagi:<br><br>Szerokość siedzenia:265<br><br>Długość:265<br><br>Szerokość:120<br><br>Wysokość:400;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały;QeeBoo;Żyrafa lampa zewnętrzna Giraffe in Love 4;19592;150599.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Żyrafa lampa zewnętrzna Giraffe in Love 4';https://jasniej.com/56188-large_01resp/19001wh.jpg;'https://jasniej.com/56188-medium_01resp/19001wh.jpg', 'https://jasniej.com/57674-medium_01resp/19001wh.jpg', 'https://jasniej.com/58970-medium_01resp/19001wh.jpg', 'https://jasniej.com/60247-medium_01resp/19001wh.jpg', 'https://jasniej.com/60995-medium_01resp/19001wh.jpg', 'https://jasniej.com/61563-medium_01resp/19001wh.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Szerokość<br>    151<br>Light source<br>    LED 680 LM<br>Wysokość<br>    800<br>Barwa światła<br>    3000<br>Głębokość<br>    151<br>Kolor<br>    Szary;Maytoni;Royal Mile Landscape Lighting Grey LED 680;19201;688.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Royal Mile Landscape Lighting Grey LED 680';https://jasniej.com/72025-large_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg;'https://jasniej.com/72025-medium_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg', 'https://jasniej.com/72026-medium_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    182<br>Wysokość<br>    405<br>Kolor<br>    Czarny;Maytoni;Rivoli Landscape Lighting Black 1 x E27 60;19196;235.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Rivoli Landscape Lighting Black 1 x E27 60';https://jasniej.com/72020-large_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg;'https://jasniej.com/72020-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Szerokość<br>    151<br>Light source<br>    LED 330 LM<br>Wysokość<br>    150<br>Barwa światła<br>    3000<br>Głębokość<br>    151<br>Kolor<br>    Szary;Maytoni;Royal Mile Landscape Lighting Grey LED 330;19202;425.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Royal Mile Landscape Lighting Grey LED 330';https://jasniej.com/72027-large_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg;'https://jasniej.com/72027-medium_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg', 'https://jasniej.com/72028-medium_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Szerokość<br>    76<br>Light source<br>    1 x GU10 20W<br>Wysokość<br>    75<br>Głębokość<br>    160<br>Kolor<br>    Czarny;Maytoni;Scope Landscape Lighting Black 1 x GU10 20;19213;129.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Scope Landscape Lighting Black 1 x GU10 20';https://jasniej.com/72054-large_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg;'https://jasniej.com/72054-medium_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg', 'https://jasniej.com/72055-medium_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    180<br>Wysokość<br>    1160<br>Kolor<br>    Czarny;Maytoni;Abbey Road Landscape Lighting Black 1 x E2;19198;431.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Abbey Road Landscape Lighting Black 1 x E2';https://jasniej.com/72022-large_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg;'https://jasniej.com/72022-medium_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Szerokość<br>    180<br>Light source<br>    LED 520 LM<br>Wysokość<br>    800<br>Barwa światła<br>    3000<br>Głębokość<br>    180<br>Kolor<br>    Czarny;Maytoni;Baker Street Landscape Lighting Black LED;19204;856.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Baker Street Landscape Lighting Black LED';https://jasniej.com/72031-large_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg;'https://jasniej.com/72031-medium_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg', 'https://jasniej.com/72032-medium_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg'
10 dni;Producent: Lutec  <br>Nazwa: CUBA  <br>Symbol: 5193803118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 148<br>  * szerokość (mm): 100<br>  * głębokość (mm): 116<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;CUBA STOJĄCA;8914;180.81;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CUBA STOJĄCA';https://jasniej.com/19975-large_01resp/cuba-stojaca.jpg;'https://jasniej.com/19975-medium_01resp/cuba-stojaca.jpg', 'https://jasniej.com/19976-medium_01resp/cuba-stojaca.jpg', 'https://jasniej.com/19977-medium_01resp/cuba-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: MINI LEDSPOT  <br>Symbol: 7214604118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 616<br>  * szerokość (mm): 46<br>  * głębokość (mm): 210<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1210lm 4000K<br>  * max moc źródła: 18 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/szkło<br>  * IP: 65;Specyficzne kody;Lutec;MINI LEDSPOT STOJĄCA;8905;676.5;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MINI LEDSPOT STOJĄCA';https://jasniej.com/19948-large_01resp/mini-ledspot-stojaca.jpg;'https://jasniej.com/19948-medium_01resp/mini-ledspot-stojaca.jpg', 'https://jasniej.com/19949-medium_01resp/mini-ledspot-stojaca.jpg', 'https://jasniej.com/19950-medium_01resp/mini-ledspot-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: MINI LEDSPOT  <br>Symbol: 7214603118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 526<br>  * szerokość (mm): 46<br>  * głębokość (mm): 210<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 605lm 4000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/szkło<br>  * IP: 65;Specyficzne kody;Lutec;MINI LEDSPOT STOJĄCA;8906;495.69;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MINI LEDSPOT STOJĄCA';https://jasniej.com/19951-large_01resp/mini-ledspot-stojaca.jpg;'https://jasniej.com/19951-medium_01resp/mini-ledspot-stojaca.jpg', 'https://jasniej.com/19952-medium_01resp/mini-ledspot-stojaca.jpg', 'https://jasniej.com/19953-medium_01resp/mini-ledspot-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: EXPLORER  <br>Symbol: 6609201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 417<br>  * szerokość (mm): 92<br>  * głębokość (mm): 92<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 380lm 3000K<br>  * max moc źródła: 5 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;EXPLORER STOJĄCA;8903;135.3;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'EXPLORER STOJĄCA';https://jasniej.com/19942-large_01resp/explorer-stojaca.jpg;'https://jasniej.com/19942-medium_01resp/explorer-stojaca.jpg', 'https://jasniej.com/19943-medium_01resp/explorer-stojaca.jpg', 'https://jasniej.com/19944-medium_01resp/explorer-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: ANDA  <br>Symbol: 7225201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 800<br>  * szerokość (mm): 264<br>  * głębokość (mm): 202<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1040lm 4000K<br>  * max moc źródła: 18 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 65;Specyficzne kody;Lutec;ANDA STOJĄCA;8901;495.69;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'ANDA STOJĄCA';https://jasniej.com/19936-large_01resp/anda-stojaca.jpg;'https://jasniej.com/19936-medium_01resp/anda-stojaca.jpg', 'https://jasniej.com/19937-medium_01resp/anda-stojaca.jpg', 'https://jasniej.com/19938-medium_01resp/anda-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: MERIDIAN  <br>Symbol: 7216412118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 730<br>  * szerokość (mm): 213<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 14W 800lm 3000K<br>  * max moc źródła: 14 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;MERIDIAN STOJĄCA;8898;360.39;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MERIDIAN STOJĄCA';https://jasniej.com/19927-large_01resp/meridian-stojaca.jpg;'https://jasniej.com/19927-medium_01resp/meridian-stojaca.jpg', 'https://jasniej.com/19928-medium_01resp/meridian-stojaca.jpg', 'https://jasniej.com/19929-medium_01resp/meridian-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: DENVER  <br>Symbol: 7704801012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 72<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 1030lm 4000K<br>  * max moc źródła: 12 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;DENVER STOJĄCA;8895;248.46;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'DENVER STOJĄCA';https://jasniej.com/19918-large_01resp/denver-stojaca.jpg;'https://jasniej.com/19918-medium_01resp/denver-stojaca.jpg', 'https://jasniej.com/19919-medium_01resp/denver-stojaca.jpg', 'https://jasniej.com/19920-medium_01resp/denver-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: ARCTIC  <br>Symbol: 7701301012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 120<br>  * szerokość (mm): 180<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 650lm 4000K<br>  * max moc źródła: 12 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;ARCTIC STOJĄCA;8896;270.6;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'ARCTIC STOJĄCA';https://jasniej.com/19921-large_01resp/arctic-stojaca.jpg;'https://jasniej.com/19921-medium_01resp/arctic-stojaca.jpg', 'https://jasniej.com/19922-medium_01resp/arctic-stojaca.jpg', 'https://jasniej.com/19923-medium_01resp/arctic-stojaca.jpg'
